Transaction Ref,Gross Amount,Currency Code,Captured At,Idempotency Key
TXN-3MVDXHQ-000198,4005.26,INR,2026-08-19T17:43:19.800Z,gw-3MVDXHQ-TXN-3MVDXHQ-000198
TXN-3MVDXHQ-000199,29903.28,INR,2026-08-19T17:43:19.992Z,gw-3MVDXHQ-TXN-3MVDXHQ-000199
TXN-3MVDXHQ-000200,25257.74,INR,2026-08-19T17:43:20.030Z,gw-3MVDXHQ-TXN-3MVDXHQ-000200
TXN-3MVDXHQ-000201,10314.85,INR,2026-08-19T17:43:20.122Z,gw-3MVDXHQ-TXN-3MVDXHQ-000201
TXN-3MVDXHQ-000202,35915.97,INR,2026-08-19T17:43:20.224Z,gw-3MVDXHQ-TXN-3MVDXHQ-000202
TXN-3MVDXHQ-000203,45043.47,INR,2026-08-19T17:43:20.388Z,gw-3MVDXHQ-TXN-3MVDXHQ-000203
TXN-3MVDXHQ-000204,35337.04,INR,2026-08-19T17:43:20.447Z,gw-3MVDXHQ-TXN-3MVDXHQ-000204
TXN-3MVDXHQ-000205,2166.99,INR,2026-08-19T17:43:20.523Z,gw-3MVDXHQ-TXN-3MVDXHQ-000205
TXN-3MVDXHQ-000206,13441.58,INR,2026-08-19T17:43:20.603Z,gw-3MVDXHQ-TXN-3MVDXHQ-000206
TXN-3MVDXHQ-000207,15952.50,INR,2026-08-19T17:43:20.781Z,gw-3MVDXHQ-TXN-3MVDXHQ-000207
TXN-3MVDXHQ-000208,468.65,INR,2026-08-19T17:43:20.852Z,gw-3MVDXHQ-TXN-3MVDXHQ-000208
TXN-3MVDXHQ-000209,49766.62,INR,2026-08-19T17:43:20.999Z,gw-3MVDXHQ-TXN-3MVDXHQ-000209
TXN-3MVDXHQ-000210,7330.99,INR,2026-08-19T17:43:21.027Z,gw-3MVDXHQ-TXN-3MVDXHQ-000210
TXN-3MVDXHQ-000211,4186.54,INR,2026-08-19T17:43:21.185Z,gw-3MVDXHQ-TXN-3MVDXHQ-000211
TXN-3MVDXHQ-000212,7706.25,INR,2026-08-19T17:43:21.218Z,gw-3MVDXHQ-TXN-3MVDXHQ-000212
TXN-3MVDXHQ-000213,38207.40,INR,2026-08-19T17:43:21.340Z,gw-3MVDXHQ-TXN-3MVDXHQ-000213
TXN-3MVDXHQ-000214,41063.08,INR,2026-08-19T17:43:21.465Z,gw-3MVDXHQ-TXN-3MVDXHQ-000214
TXN-3MVDXHQ-000215,49813.72,INR,2026-08-19T17:43:21.571Z,gw-3MVDXHQ-TXN-3MVDXHQ-000215
TXN-3MVDXHQ-000216,45888.59,INR,2026-08-19T17:43:21.699Z,gw-3MVDXHQ-TXN-3MVDXHQ-000216
TXN-3MVDXHQ-000217,32725.81,INR,2026-08-19T17:43:21.791Z,gw-3MVDXHQ-TXN-3MVDXHQ-000217
TXN-3MVDXHQ-000218,35405.41,INR,2026-08-19T17:43:21.802Z,gw-3MVDXHQ-TXN-3MVDXHQ-000218
TXN-3MVDXHQ-000219,26778.22,INR,2026-08-19T17:43:21.984Z,gw-3MVDXHQ-TXN-3MVDXHQ-000219
TXN-3MVDXHQ-000220,33369.63,INR,2026-08-19T17:43:22.019Z,gw-3MVDXHQ-TXN-3MVDXHQ-000220
TXN-3MVDXHQ-000221,13073.57,INR,2026-08-19T17:43:22.133Z,gw-3MVDXHQ-TXN-3MVDXHQ-000221
TXN-3MVDXHQ-000222,2686.54,INR,2026-08-19T17:43:22.216Z,gw-3MVDXHQ-TXN-3MVDXHQ-000222
TXN-3MVDXHQ-000223,32075.70,INR,2026-08-19T17:43:22.301Z,gw-3MVDXHQ-TXN-3MVDXHQ-000223
TXN-3MVDXHQ-000224,4309.84,INR,2026-08-19T17:43:22.462Z,gw-3MVDXHQ-TXN-3MVDXHQ-000224
TXN-3MVDXHQ-000225,45769.37,INR,2026-08-19T17:43:22.560Z,gw-3MVDXHQ-TXN-3MVDXHQ-000225
TXN-3MVDXHQ-000226,30396.73,INR,2026-08-19T17:43:22.672Z,gw-3MVDXHQ-TXN-3MVDXHQ-000226
TXN-3MVDXHQ-000227,47220.33,INR,2026-08-19T17:43:22.728Z,gw-3MVDXHQ-TXN-3MVDXHQ-000227
TXN-3MVDXHQ-000228,41815.63,INR,2026-08-19T17:43:22.807Z,gw-3MVDXHQ-TXN-3MVDXHQ-000228
TXN-3MVDXHQ-000229,49135.47,INR,2026-08-19T17:43:22.928Z,gw-3MVDXHQ-TXN-3MVDXHQ-000229
TXN-3MVDXHQ-000230,19428.39,INR,2026-08-19T17:43:23.068Z,gw-3MVDXHQ-TXN-3MVDXHQ-000230
TXN-3MVDXHQ-000231,48834.06,INR,2026-08-19T17:43:23.182Z,gw-3MVDXHQ-TXN-3MVDXHQ-000231
TXN-3MVDXHQ-000232,7435.55,INR,2026-08-19T17:43:23.239Z,gw-3MVDXHQ-TXN-3MVDXHQ-000232
TXN-3MVDXHQ-000233,35182.16,INR,2026-08-19T17:43:23.339Z,gw-3MVDXHQ-TXN-3MVDXHQ-000233
TXN-3MVDXHQ-000234,7211.39,INR,2026-08-19T17:43:23.484Z,gw-3MVDXHQ-TXN-3MVDXHQ-000234
TXN-3MVDXHQ-000235,24734.44,INR,2026-08-19T17:43:23.516Z,gw-3MVDXHQ-TXN-3MVDXHQ-000235
TXN-3MVDXHQ-000236,38415.65,INR,2026-08-19T17:43:23.673Z,gw-3MVDXHQ-TXN-3MVDXHQ-000236
TXN-3MVDXHQ-000237,44101.96,INR,2026-08-19T17:43:23.727Z,gw-3MVDXHQ-TXN-3MVDXHQ-000237
TXN-3MVDXHQ-000238,34148.93,INR,2026-08-19T17:43:23.813Z,gw-3MVDXHQ-TXN-3MVDXHQ-000238
TXN-3MVDXHQ-000239,44989.00,INR,2026-08-19T17:43:23.930Z,gw-3MVDXHQ-TXN-3MVDXHQ-000239
TXN-3MVDXHQ-000240,12593.74,INR,2026-08-19T17:43:24.098Z,gw-3MVDXHQ-TXN-3MVDXHQ-000240
TXN-3MVDXHQ-000241,11098.53,INR,2026-08-19T17:43:24.196Z,gw-3MVDXHQ-TXN-3MVDXHQ-000241
TXN-3MVDXHQ-000242,21788.18,INR,2026-08-19T17:43:24.248Z,gw-3MVDXHQ-TXN-3MVDXHQ-000242
TXN-3MVDXHQ-000243,3950.64,INR,2026-08-19T17:43:24.375Z,gw-3MVDXHQ-TXN-3MVDXHQ-000243
TXN-3MVDXHQ-000244,42048.02,INR,2026-08-19T17:43:24.447Z,gw-3MVDXHQ-TXN-3MVDXHQ-000244
TXN-3MVDXHQ-000245,39346.26,INR,2026-08-19T17:43:24.520Z,gw-3MVDXHQ-TXN-3MVDXHQ-000245
TXN-3MVDXHQ-000246,40226.60,INR,2026-08-19T17:43:24.676Z,gw-3MVDXHQ-TXN-3MVDXHQ-000246
TXN-3MVDXHQ-000247,26231.44,INR,2026-08-19T17:43:24.713Z,gw-3MVDXHQ-TXN-3MVDXHQ-000247
TXN-3MVDXHQ-000248,5073.91,INR,2026-08-19T17:43:24.848Z,gw-3MVDXHQ-TXN-3MVDXHQ-000248
TXN-3MVDXHQ-000249,905.61,INR,2026-08-19T17:43:24.907Z,gw-3MVDXHQ-TXN-3MVDXHQ-000249
TXN-3MVDXHQ-000250,49773.24,INR,2026-08-19T17:43:25.073Z,gw-3MVDXHQ-TXN-3MVDXHQ-000250
TXN-3MVDXHQ-000251,26030.32,INR,2026-08-19T17:43:25.195Z,gw-3MVDXHQ-TXN-3MVDXHQ-000251
TXN-3MVDXHQ-000252,47837.03,INR,2026-08-19T17:43:25.244Z,gw-3MVDXHQ-TXN-3MVDXHQ-000252
TXN-3MVDXHQ-000253,35742.16,INR,2026-08-19T17:43:25.319Z,gw-3MVDXHQ-TXN-3MVDXHQ-000253
TXN-3MVDXHQ-000254,42398.64,INR,2026-08-19T17:43:25.435Z,gw-3MVDXHQ-TXN-3MVDXHQ-000254
TXN-3MVDXHQ-000255,19093.88,INR,2026-08-19T17:43:25.579Z,gw-3MVDXHQ-TXN-3MVDXHQ-000255
TXN-3MVDXHQ-000256,47775.66,INR,2026-08-19T17:43:25.665Z,gw-3MVDXHQ-TXN-3MVDXHQ-000256
TXN-3MVDXHQ-000257,26785.97,INR,2026-08-19T17:43:25.718Z,gw-3MVDXHQ-TXN-3MVDXHQ-000257
TXN-3MVDXHQ-000258,34849.23,INR,2026-08-19T17:43:25.843Z,gw-3MVDXHQ-TXN-3MVDXHQ-000258
TXN-3MVDXHQ-000259,45519.15,INR,2026-08-19T17:43:25.917Z,gw-3MVDXHQ-TXN-3MVDXHQ-000259
TXN-3MVDXHQ-000260,41836.08,INR,2026-08-19T17:43:26.027Z,gw-3MVDXHQ-TXN-3MVDXHQ-000260
TXN-3MVDXHQ-000260,41836.08,INR,2026-08-19T17:43:26.027Z,gw-3MVDXHQ-TXN-3MVDXHQ-000260
TXN-3MVDXHQ-000261,35619.87,INR,2026-08-19T17:43:26.140Z,gw-3MVDXHQ-TXN-3MVDXHQ-000261
TXN-3MVDXHQ-000262,49528.00,INR,2026-08-19T17:43:26.237Z,gw-3MVDXHQ-TXN-3MVDXHQ-000262
TXN-3MVDXHQ-000263,31914.13,INR,2026-08-19T17:43:26.346Z,gw-3MVDXHQ-TXN-3MVDXHQ-000263
TXN-3MVDXHQ-000264,20886.00,INR,2026-08-19T17:43:26.435Z,gw-3MVDXHQ-TXN-3MVDXHQ-000264
TXN-3MVDXHQ-000265,671.53,INR,2026-08-19T17:43:26.556Z,gw-3MVDXHQ-TXN-3MVDXHQ-000265
TXN-3MVDXHQ-000266,7484.77,INR,2026-08-19T17:43:26.642Z,gw-3MVDXHQ-TXN-3MVDXHQ-000266
TXN-3MVDXHQ-000267,44109.43,INR,2026-08-19T17:43:26.738Z,gw-3MVDXHQ-TXN-3MVDXHQ-000267
TXN-3MVDXHQ-000268,32333.80,INR,2026-08-19T17:43:26.816Z,gw-3MVDXHQ-TXN-3MVDXHQ-000268
TXN-3MVDXHQ-000269,21013.10,INR,2026-08-19T17:43:26.950Z,gw-3MVDXHQ-TXN-3MVDXHQ-000269
TXN-3MVDXHQ-000270,48992.51,INR,2026-08-19T17:43:27.082Z,gw-3MVDXHQ-TXN-3MVDXHQ-000270
TXN-3MVDXHQ-000271,40943.02,INR,2026-08-19T17:43:27.117Z,gw-3MVDXHQ-TXN-3MVDXHQ-000271
TXN-3MVDXHQ-000272,23345.92,INR,2026-08-19T17:43:27.261Z,gw-3MVDXHQ-TXN-3MVDXHQ-000272
TXN-3MVDXHQ-000273,39434.16,INR,2026-08-19T17:43:27.344Z,gw-3MVDXHQ-TXN-3MVDXHQ-000273
TXN-3MVDXHQ-000274,33944.32,INR,2026-08-19T17:43:27.400Z,gw-3MVDXHQ-TXN-3MVDXHQ-000274
TXN-3MVDXHQ-000275,47880.59,INR,2026-08-19T17:43:27.590Z,gw-3MVDXHQ-TXN-3MVDXHQ-000275
TXN-3MVDXHQ-000276,48250.63,INR,2026-08-19T17:43:27.638Z,gw-3MVDXHQ-TXN-3MVDXHQ-000276
TXN-3MVDXHQ-000277,19311.88,INR,2026-08-19T17:43:27.762Z,gw-3MVDXHQ-TXN-3MVDXHQ-000277
TXN-3MVDXHQ-000278,15480.58,INR,2026-08-19T17:43:27.862Z,gw-3MVDXHQ-TXN-3MVDXHQ-000278
TXN-3MVDXHQ-000279,25677.45,INR,2026-08-19T17:43:27.977Z,gw-3MVDXHQ-TXN-3MVDXHQ-000279
TXN-3MVDXHQ-000280,10322.88,INR,2026-08-19T17:43:28.091Z,gw-3MVDXHQ-TXN-3MVDXHQ-000280
TXN-3MVDXHQ-000281,28563.54,INR,2026-08-19T17:43:28.133Z,gw-3MVDXHQ-TXN-3MVDXHQ-000281
TXN-3MVDXHQ-000282,6349.54,INR,2026-08-19T17:43:28.282Z,gw-3MVDXHQ-TXN-3MVDXHQ-000282
TXN-3MVDXHQ-000283,15934.18,INR,2026-08-19T17:43:28.364Z,gw-3MVDXHQ-TXN-3MVDXHQ-000283
TXN-3MVDXHQ-000284,23563.60,INR,2026-08-19T17:43:28.461Z,gw-3MVDXHQ-TXN-3MVDXHQ-000284
TXN-3MVDXHQ-000285,24495.22,INR,2026-08-19T17:43:28.553Z,gw-3MVDXHQ-TXN-3MVDXHQ-000285
TXN-3MVDXHQ-000286,46195.48,INR,2026-08-19T17:43:28.645Z,gw-3MVDXHQ-TXN-3MVDXHQ-000286
TXN-3MVDXHQ-000287,22748.55,INR,2026-08-19T17:43:28.744Z,gw-3MVDXHQ-TXN-3MVDXHQ-000287
TXN-3MVDXHQ-000288,96.99,INR,2026-08-19T17:43:28.819Z,gw-3MVDXHQ-TXN-3MVDXHQ-000288
TXN-3MVDXHQ-000289,28716.60,INR,2026-08-19T17:43:28.980Z,gw-3MVDXHQ-TXN-3MVDXHQ-000289
TXN-3MVDXHQ-000290,4699.26,INR,2026-08-19T17:43:29.042Z,gw-3MVDXHQ-TXN-3MVDXHQ-000290
TXN-3MVDXHQ-000291,38787.70,INR,2026-08-19T17:43:29.123Z,gw-3MVDXHQ-TXN-3MVDXHQ-000291
TXN-3MVDXHQ-000292,18660.47,INR,2026-08-19T17:43:29.251Z,gw-3MVDXHQ-TXN-3MVDXHQ-000292
TXN-3MVDXHQ-000293,20298.77,INR,2026-08-19T17:43:29.360Z,gw-3MVDXHQ-TXN-3MVDXHQ-000293
TXN-3MVDXHQ-000294,10180.97,INR,2026-08-19T17:43:29.499Z,gw-3MVDXHQ-TXN-3MVDXHQ-000294
TXN-3MVDXHQ-000295,26059.91,INR,2026-08-19T17:43:29.531Z,gw-3MVDXHQ-TXN-3MVDXHQ-000295
TXN-3MVDXHQ-000296,5917.25,INR,2026-08-19T17:43:29.639Z,gw-3MVDXHQ-TXN-3MVDXHQ-000296
TXN-3MVDXHQ-000297,4256.87,INR,2026-08-19T17:43:29.757Z,gw-3MVDXHQ-TXN-3MVDXHQ-000297
TXN-3MVDXHQ-000298,11676.53,INR,2026-08-19T17:43:29.845Z,gw-3MVDXHQ-TXN-3MVDXHQ-000298
TXN-3MVDXHQ-000298,11676.53,INR,2026-08-19T17:43:29.845Z,gw-3MVDXHQ-TXN-3MVDXHQ-000298
TXN-3MVDXHQ-000299,26475.91,INR,2026-08-19T17:43:29.936Z,gw-3MVDXHQ-TXN-3MVDXHQ-000299
TXN-3MVDXHQ-000300,45815.26,INR,2026-08-19T17:43:30.092Z,gw-3MVDXHQ-TXN-3MVDXHQ-000300
TXN-3MVDXHQ-000301,22160.50,INR,2026-08-19T17:43:30.151Z,gw-3MVDXHQ-TXN-3MVDXHQ-000301
TXN-3MVDXHQ-000302,11779.15,INR,2026-08-19T17:43:30.297Z,gw-3MVDXHQ-TXN-3MVDXHQ-000302
TXN-3MVDXHQ-000303,9440.80,INR,2026-08-19T17:43:30.340Z,gw-3MVDXHQ-TXN-3MVDXHQ-000303
TXN-3MVDXHQ-000304,26752.19,INR,2026-08-19T17:43:30.456Z,gw-3MVDXHQ-TXN-3MVDXHQ-000304
TXN-3MVDXHQ-000305,4219.78,INR,2026-08-19T17:43:30.583Z,gw-3MVDXHQ-TXN-3MVDXHQ-000305
TXN-3MVDXHQ-000306,7485.57,INR,2026-08-19T17:43:30.690Z,gw-3MVDXHQ-TXN-3MVDXHQ-000306
TXN-3MVDXHQ-000306,7485.57,INR,2026-08-19T17:43:30.690Z,gw-3MVDXHQ-TXN-3MVDXHQ-000306
TXN-3MVDXHQ-000307,1704.77,INR,2026-08-19T17:43:30.705Z,gw-3MVDXHQ-TXN-3MVDXHQ-000307
TXN-3MVDXHQ-000308,1745.19,INR,2026-08-19T17:43:30.824Z,gw-3MVDXHQ-TXN-3MVDXHQ-000308
TXN-3MVDXHQ-000309,28932.41,INR,2026-08-19T17:43:30.975Z,gw-3MVDXHQ-TXN-3MVDXHQ-000309
TXN-3MVDXHQ-000310,122.96,INR,2026-08-19T17:43:31.049Z,gw-3MVDXHQ-TXN-3MVDXHQ-000310
TXN-3MVDXHQ-000311,10151.18,INR,2026-08-19T17:43:31.115Z,gw-3MVDXHQ-TXN-3MVDXHQ-000311
TXN-3MVDXHQ-000312,36101.55,INR,2026-08-19T17:43:31.299Z,gw-3MVDXHQ-TXN-3MVDXHQ-000312
TXN-3MVDXHQ-000312,36101.55,INR,2026-08-19T17:43:31.299Z,gw-3MVDXHQ-TXN-3MVDXHQ-000312
TXN-3MVDXHQ-000313,34972.30,INR,2026-08-19T17:43:31.311Z,gw-3MVDXHQ-TXN-3MVDXHQ-000313
TXN-3MVDXHQ-000314,17429.62,INR,2026-08-19T17:43:31.479Z,gw-3MVDXHQ-TXN-3MVDXHQ-000314
TXN-3MVDXHQ-000315,23120.66,INR,2026-08-19T17:43:31.550Z,gw-3MVDXHQ-TXN-3MVDXHQ-000315
TXN-3MVDXHQ-000316,11601.13,INR,2026-08-19T17:43:31.609Z,gw-3MVDXHQ-TXN-3MVDXHQ-000316
TXN-3MVDXHQ-000317,22341.09,INR,2026-08-19T17:43:31.769Z,gw-3MVDXHQ-TXN-3MVDXHQ-000317
TXN-3MVDXHQ-000318,31476.44,INR,2026-08-19T17:43:31.863Z,gw-3MVDXHQ-TXN-3MVDXHQ-000318
TXN-3MVDXHQ-000319,22353.06,INR,2026-08-19T17:43:31.933Z,gw-3MVDXHQ-TXN-3MVDXHQ-000319
TXN-3MVDXHQ-000320,42426.75,INR,2026-08-19T17:43:32.094Z,gw-3MVDXHQ-TXN-3MVDXHQ-000320
TXN-3MVDXHQ-000321,7938.49,INR,2026-08-19T17:43:32.103Z,gw-3MVDXHQ-TXN-3MVDXHQ-000321
TXN-3MVDXHQ-000322,31846.40,INR,2026-08-19T17:43:32.249Z,gw-3MVDXHQ-TXN-3MVDXHQ-000322
TXN-3MVDXHQ-000323,6819.49,INR,2026-08-19T17:43:32.340Z,gw-3MVDXHQ-TXN-3MVDXHQ-000323
TXN-3MVDXHQ-000324,26667.16,INR,2026-08-19T17:43:32.475Z,gw-3MVDXHQ-TXN-3MVDXHQ-000324
TXN-3MVDXHQ-000325,9095.98,INR,2026-08-19T17:43:32.529Z,gw-3MVDXHQ-TXN-3MVDXHQ-000325
TXN-3MVDXHQ-000326,47197.89,INR,2026-08-19T17:43:32.656Z,gw-3MVDXHQ-TXN-3MVDXHQ-000326
TXN-3MVDXHQ-000327,46486.14,INR,2026-08-19T17:43:32.718Z,gw-3MVDXHQ-TXN-3MVDXHQ-000327
TXN-3MVDXHQ-000328,26165.15,INR,2026-08-19T17:43:32.845Z,gw-3MVDXHQ-TXN-3MVDXHQ-000328
TXN-3MVDXHQ-000329,6955.32,INR,2026-08-19T17:43:32.997Z,gw-3MVDXHQ-TXN-3MVDXHQ-000329
TXN-3MVDXHQ-000330,39094.17,INR,2026-08-19T17:43:33.034Z,gw-3MVDXHQ-TXN-3MVDXHQ-000330
TXN-3MVDXHQ-000331,12462.45,INR,2026-08-19T17:43:33.138Z,gw-3MVDXHQ-TXN-3MVDXHQ-000331
TXN-3MVDXHQ-000332,36572.04,INR,2026-08-19T17:43:33.228Z,gw-3MVDXHQ-TXN-3MVDXHQ-000332
TXN-3MVDXHQ-000333,13027.46,INR,2026-08-19T17:43:33.358Z,gw-3MVDXHQ-TXN-3MVDXHQ-000333
TXN-3MVDXHQ-000334,5547.25,INR,2026-08-19T17:43:33.442Z,gw-3MVDXHQ-TXN-3MVDXHQ-000334
TXN-3MVDXHQ-000335,36658.95,INR,2026-08-19T17:43:33.567Z,gw-3MVDXHQ-TXN-3MVDXHQ-000335
TXN-3MVDXHQ-000336,43132.49,INR,2026-08-19T17:43:33.639Z,gw-3MVDXHQ-TXN-3MVDXHQ-000336
TXN-3MVDXHQ-000337,49692.12,INR,2026-08-19T17:43:33.712Z,gw-3MVDXHQ-TXN-3MVDXHQ-000337
TXN-3MVDXHQ-000338,22431.75,INR,2026-08-19T17:43:33.851Z,gw-3MVDXHQ-TXN-3MVDXHQ-000338
TXN-3MVDXHQ-000339,30442.42,INR,2026-08-19T17:43:33.977Z,gw-3MVDXHQ-TXN-3MVDXHQ-000339
TXN-3MVDXHQ-000340,28599.39,INR,2026-08-19T17:43:34.063Z,gw-3MVDXHQ-TXN-3MVDXHQ-000340
TXN-3MVDXHQ-000341,25124.70,INR,2026-08-19T17:43:34.183Z,gw-3MVDXHQ-TXN-3MVDXHQ-000341
TXN-3MVDXHQ-000342,49106.38,INR,2026-08-19T17:43:34.257Z,gw-3MVDXHQ-TXN-3MVDXHQ-000342
TXN-3MVDXHQ-000343,36552.16,INR,2026-08-19T17:43:34.352Z,gw-3MVDXHQ-TXN-3MVDXHQ-000343
TXN-3MVDXHQ-000344,44839.77,INR,2026-08-19T17:43:34.455Z,gw-3MVDXHQ-TXN-3MVDXHQ-000344
TXN-3MVDXHQ-000345,2788.80,INR,2026-08-19T17:43:34.549Z,gw-3MVDXHQ-TXN-3MVDXHQ-000345
TXN-3MVDXHQ-000346,34362.63,INR,2026-08-19T17:43:34.696Z,gw-3MVDXHQ-TXN-3MVDXHQ-000346
TXN-3MVDXHQ-000347,10834.03,INR,2026-08-19T17:43:34.775Z,gw-3MVDXHQ-TXN-3MVDXHQ-000347
TXN-3MVDXHQ-000348,38383.76,INR,2026-08-19T17:43:34.816Z,gw-3MVDXHQ-TXN-3MVDXHQ-000348
TXN-3MVDXHQ-000349,44999.73,INR,2026-08-19T17:43:34.996Z,gw-3MVDXHQ-TXN-3MVDXHQ-000349
TXN-3MVDXHQ-000350,49174.09,INR,2026-08-19T17:43:35.085Z,gw-3MVDXHQ-TXN-3MVDXHQ-000350
TXN-3MVDXHQ-000351,23614.13,INR,2026-08-19T17:43:35.181Z,gw-3MVDXHQ-TXN-3MVDXHQ-000351
TXN-3MVDXHQ-000352,32954.75,INR,2026-08-19T17:43:35.225Z,gw-3MVDXHQ-TXN-3MVDXHQ-000352
TXN-3MVDXHQ-000353,32900.17,INR,2026-08-19T17:43:35.370Z,gw-3MVDXHQ-TXN-3MVDXHQ-000353
TXN-3MVDXHQ-000354,16377.50,INR,2026-08-19T17:43:35.492Z,gw-3MVDXHQ-TXN-3MVDXHQ-000354
TXN-3MVDXHQ-000355,33788.33,INR,2026-08-19T17:43:35.542Z,gw-3MVDXHQ-TXN-3MVDXHQ-000355
TXN-3MVDXHQ-000356,40411.58,INR,2026-08-19T17:43:35.623Z,gw-3MVDXHQ-TXN-3MVDXHQ-000356
TXN-3MVDXHQ-000357,37286.00,INR,2026-08-19T17:43:35.740Z,gw-3MVDXHQ-TXN-3MVDXHQ-000357
TXN-3MVDXHQ-000357,37286.00,INR,2026-08-19T17:43:35.740Z,gw-3MVDXHQ-TXN-3MVDXHQ-000357
TXN-3MVDXHQ-000358,24559.30,INR,2026-08-19T17:43:35.876Z,gw-3MVDXHQ-TXN-3MVDXHQ-000358
TXN-3MVDXHQ-000359,43511.49,INR,2026-08-19T17:43:35.957Z,gw-3MVDXHQ-TXN-3MVDXHQ-000359
TXN-3MVDXHQ-000360,15598.52,INR,2026-08-19T17:43:36.044Z,gw-3MVDXHQ-TXN-3MVDXHQ-000360
TXN-3MVDXHQ-000361,1797.87,INR,2026-08-19T17:43:36.189Z,gw-3MVDXHQ-TXN-3MVDXHQ-000361
TXN-3MVDXHQ-000362,41871.05,INR,2026-08-19T17:43:36.265Z,gw-3MVDXHQ-TXN-3MVDXHQ-000362
TXN-3MVDXHQ-000363,39692.60,INR,2026-08-19T17:43:36.331Z,gw-3MVDXHQ-TXN-3MVDXHQ-000363
TXN-3MVDXHQ-000364,22098.44,INR,2026-08-19T17:43:36.472Z,gw-3MVDXHQ-TXN-3MVDXHQ-000364
TXN-3MVDXHQ-000365,21007.25,INR,2026-08-19T17:43:36.518Z,gw-3MVDXHQ-TXN-3MVDXHQ-000365
TXN-3MVDXHQ-000366,20676.16,INR,2026-08-19T17:43:36.672Z,gw-3MVDXHQ-TXN-3MVDXHQ-000366
TXN-3MVDXHQ-000367,38315.59,INR,2026-08-19T17:43:36.739Z,gw-3MVDXHQ-TXN-3MVDXHQ-000367
TXN-3MVDXHQ-000368,36466.72,INR,2026-08-19T17:43:36.859Z,gw-3MVDXHQ-TXN-3MVDXHQ-000368
TXN-3MVDXHQ-000369,14674.00,INR,2026-08-19T17:43:36.950Z,gw-3MVDXHQ-TXN-3MVDXHQ-000369
TXN-3MVDXHQ-000370,40895.84,INR,2026-08-19T17:43:37.056Z,gw-3MVDXHQ-TXN-3MVDXHQ-000370
TXN-3MVDXHQ-000371,35806.26,INR,2026-08-19T17:43:37.143Z,gw-3MVDXHQ-TXN-3MVDXHQ-000371
TXN-3MVDXHQ-000372,27487.92,INR,2026-08-19T17:43:37.218Z,gw-3MVDXHQ-TXN-3MVDXHQ-000372
TXN-3MVDXHQ-000373,31292.50,INR,2026-08-19T17:43:37.306Z,gw-3MVDXHQ-TXN-3MVDXHQ-000373
TXN-3MVDXHQ-000374,49212.00,INR,2026-08-19T17:43:37.470Z,gw-3MVDXHQ-TXN-3MVDXHQ-000374
TXN-3MVDXHQ-000375,6717.49,INR,2026-08-19T17:43:37.592Z,gw-3MVDXHQ-TXN-3MVDXHQ-000375
TXN-3MVDXHQ-000376,17806.51,INR,2026-08-19T17:43:37.684Z,gw-3MVDXHQ-TXN-3MVDXHQ-000376
TXN-3MVDXHQ-000377,9315.47,INR,2026-08-19T17:43:37.781Z,gw-3MVDXHQ-TXN-3MVDXHQ-000377
TXN-3MVDXHQ-000378,15677.37,INR,2026-08-19T17:43:37.832Z,gw-3MVDXHQ-TXN-3MVDXHQ-000378
TXN-3MVDXHQ-000379,47107.16,INR,2026-08-19T17:43:37.973Z,gw-3MVDXHQ-TXN-3MVDXHQ-000379
TXN-3MVDXHQ-000380,23383.71,INR,2026-08-19T17:43:38.085Z,gw-3MVDXHQ-TXN-3MVDXHQ-000380
TXN-3MVDXHQ-000381,20266.81,INR,2026-08-19T17:43:38.198Z,gw-3MVDXHQ-TXN-3MVDXHQ-000381
TXN-3MVDXHQ-000382,13736.55,INR,2026-08-19T17:43:38.203Z,gw-3MVDXHQ-TXN-3MVDXHQ-000382
TXN-3MVDXHQ-000383,3751.63,INR,2026-08-19T17:43:38.330Z,gw-3MVDXHQ-TXN-3MVDXHQ-000383
TXN-3MVDXHQ-000384,9903.25,INR,2026-08-19T17:43:38.466Z,gw-3MVDXHQ-TXN-3MVDXHQ-000384
TXN-3MVDXHQ-000385,37508.50,INR,2026-08-19T17:43:38.575Z,gw-3MVDXHQ-TXN-3MVDXHQ-000385
TXN-3MVDXHQ-000386,38731.49,INR,2026-08-19T17:43:38.626Z,gw-3MVDXHQ-TXN-3MVDXHQ-000386
TXN-3MVDXHQ-000387,18675.92,INR,2026-08-19T17:43:38.777Z,gw-3MVDXHQ-TXN-3MVDXHQ-000387
TXN-3MVDXHQ-000388,33394.43,INR,2026-08-19T17:43:38.826Z,gw-3MVDXHQ-TXN-3MVDXHQ-000388
TXN-3MVDXHQ-000389,21656.87,INR,2026-08-19T17:43:38.969Z,gw-3MVDXHQ-TXN-3MVDXHQ-000389
TXN-3MVDXHQ-000390,12748.71,INR,2026-08-19T17:43:39.065Z,gw-3MVDXHQ-TXN-3MVDXHQ-000390
TXN-3MVDXHQ-000391,2794.73,INR,2026-08-19T17:43:39.167Z,gw-3MVDXHQ-TXN-3MVDXHQ-000391
TXN-3MVDXHQ-000392,6190.48,INR,2026-08-19T17:43:39.279Z,gw-3MVDXHQ-TXN-3MVDXHQ-000392
TXN-3MVDXHQ-000393,38877.30,INR,2026-08-19T17:43:39.312Z,gw-3MVDXHQ-TXN-3MVDXHQ-000393
TXN-3MVDXHQ-000394,5198.11,INR,2026-08-19T17:43:39.479Z,gw-3MVDXHQ-TXN-3MVDXHQ-000394
