entry_id,txn_reference,posted_value,ccy,posted_at
ENTRY-TXN-0003MV-00000258,TXN-0003MV-00000258,34849.23,INR,2026-08-19T17:43:26.631Z
ENTRY-TXN-0003MV-00000259,TXN-0003MV-00000259,45519.15,INR,2026-08-19T17:43:26.448Z
ENTRY-TXN-0003MV-00000260,TXN-0003MV-00000260,41836.08,INR,2026-08-19T17:43:26.593Z
ENTRY-TXN-0003MV-00000261,TXN-0003MV-00000261,35619.87,INR,2026-08-19T17:43:26.645Z
ENTRY-TXN-0003MV-00000262,TXN-0003MV-00000262,49528.00,INR,2026-08-19T17:43:26.664Z
ENTRY-TXN-0003MV-00000263,TXN-0003MV-00000263,31914.13,INR,2026-08-19T17:43:27.187Z
ENTRY-TXN-0003MV-00000264,TXN-0003MV-00000264,20886.00,INR,2026-08-19T17:43:27.202Z
ENTRY-TXN-0003MV-00000265,TXN-0003MV-00000265,671.53,INR,2026-08-19T17:43:27.507Z
ENTRY-TXN-0003MV-00000266,TXN-0003MV-00000266,7438.47,INR,2026-08-19T17:43:27.235Z
ENTRY-TXN-0003MV-00000267,TXN-0003MV-00000267,44109.43,INR,2026-08-19T17:43:27.491Z
ENTRY-TXN-0003MV-00000268,TXN-0003MV-00000268,32333.80,INR,2026-08-19T17:43:27.365Z
ENTRY-TXN-0003MV-00000269,TXN-0003MV-00000269,21013.10,INR,2026-08-19T17:43:27.323Z
ENTRY-TXN-0003MV-00000270,TXN-0003MV-00000270,49310.34,INR,2026-08-19T17:43:27.929Z
ENTRY-TXN-0003MV-00000271,TXN-0003MV-00000271,40943.02,INR,2026-08-19T17:43:27.693Z
ENTRY-TXN-0003MV-00000272,TXN-0003MV-00000272,23345.92,INR,2026-08-19T17:43:27.805Z
ENTRY-TXN-0003MV-00000273,TXN-0003MV-00000273,39434.16,INR,2026-08-19T17:43:27.916Z
ENTRY-TXN-0003MV-00000274,TXN-0003MV-00000274,33944.32,INR,2026-08-19T17:43:27.962Z
ENTRY-TXN-0003MV-00000275,TXN-0003MV-00000275,47880.59,INR,2026-08-19T17:43:28.077Z
ENTRY-TXN-0003MV-00000276,TXN-0003MV-00000276,48250.63,INR,2026-08-19T17:43:28.379Z
ENTRY-TXN-0003MV-00000277,TXN-0003MV-00000277,19311.88,INR,2026-08-19T17:43:28.357Z
ENTRY-TXN-0003MV-00000278,TXN-0003MV-00000278,15480.58,INR,2026-08-19T17:43:28.471Z
ENTRY-TXN-0003MV-00000279,TXN-0003MV-00000279,25677.45,INR,2026-08-19T17:43:28.777Z
ENTRY-TXN-0003MV-00000280,TXN-0003MV-00000280,10322.88,INR,2026-08-19T17:43:29.036Z
ENTRY-TXN-0003MV-00000281,TXN-0003MV-00000281,28420.61,INR,2026-08-19T17:43:28.831Z
ENTRY-TXN-0003MV-00000282,TXN-0003MV-00000282,6349.54,INR,2026-08-19T17:43:28.904Z
ENTRY-TXN-0003MV-00000283,TXN-0003MV-00000283,15934.18,INR,2026-08-19T17:43:28.736Z
ENTRY-TXN-0003MV-00000284,TXN-0003MV-00000284,23563.60,INR,2026-08-19T17:43:29.126Z
ENTRY-TXN-0003MV-00000285,TXN-0003MV-00000285,24495.22,INR,2026-08-19T17:43:29.094Z
ENTRY-TXN-0003MV-00000286,TXN-0003MV-00000286,46195.48,INR,2026-08-19T17:43:29.100Z
ENTRY-TXN-0003MV-00000287,TXN-0003MV-00000287,22748.55,INR,2026-08-19T17:43:29.148Z
ENTRY-TXN-0003MV-00000288,TXN-0003MV-00000288,96.99,INR,2026-08-19T17:43:29.429Z
ENTRY-TXN-0003MV-00000289,TXN-0003MV-00000289,28716.60,INR,2026-08-19T17:43:29.466Z
ENTRY-TXN-0003MV-00000290,TXN-0003MV-00000290,4699.26,INR,2026-08-19T17:43:29.539Z
ENTRY-TXN-0003MV-00000291,TXN-0003MV-00000291,38787.70,INR,2026-08-19T17:43:29.665Z
ENTRY-TXN-0003MV-00000292,TXN-0003MV-00000292,18660.47,INR,2026-08-19T17:43:29.676Z
ENTRY-TXN-0003MV-00000293,TXN-0003MV-00000293,20298.77,INR,2026-08-19T17:43:29.681Z
ENTRY-TXN-0003MV-00000294,TXN-0003MV-00000294,10180.97,INR,2026-08-19T17:43:30.304Z
ENTRY-TXN-0003MV-00000295,TXN-0003MV-00000295,26059.91,INR,2026-08-19T17:43:30.041Z
ENTRY-TXN-0003MV-00000296,TXN-0003MV-00000296,5872.46,INR,2026-08-19T17:43:30.646Z
ENTRY-TXN-0003MV-00000298,TXN-0003MV-00000298,11676.53,INR,2026-08-19T17:43:30.355Z
ENTRY-TXN-0003MV-00000299,TXN-0003MV-00000299,26475.91,INR,2026-08-19T17:43:30.507Z
ENTRY-TXN-0003MV-00000300,TXN-0003MV-00000300,45815.26,INR,2026-08-19T17:43:30.421Z
ENTRY-TXN-0003MV-00000301,TXN-0003MV-00000301,22160.50,INR,2026-08-19T17:43:30.993Z
ENTRY-TXN-0003MV-00000302,TXN-0003MV-00000302,11779.15,INR,2026-08-19T17:43:30.872Z
ENTRY-TXN-0003MV-00000303,TXN-0003MV-00000303,9440.80,INR,2026-08-19T17:43:30.875Z
ENTRY-TXN-0003MV-00000304,TXN-0003MV-00000304,26752.19,INR,2026-08-19T17:43:30.843Z
ENTRY-TXN-0003MV-00000305,TXN-0003MV-00000305,4219.78,INR,2026-08-19T17:43:31.440Z
ENTRY-TXN-0003MV-00000306,TXN-0003MV-00000306,7485.57,INR,2026-08-19T17:43:31.313Z
ENTRY-TXN-0003MV-00000307,TXN-0003MV-00000307,1704.77,INR,2026-08-19T17:43:31.339Z
ENTRY-TXN-0003MV-00000308,TXN-0003MV-00000308,1745.19,INR,2026-08-19T17:43:31.399Z
ENTRY-TXN-0003MV-00000309,TXN-0003MV-00000309,28932.41,INR,2026-08-19T17:43:31.941Z
ENTRY-TXN-0003MV-00000310,TXN-0003MV-00000310,122.96,INR,2026-08-19T17:43:31.653Z
ENTRY-TXN-0003MV-00000311,TXN-0003MV-00000311,10151.18,INR,2026-08-19T17:43:31.896Z
ENTRY-TXN-0003MV-00000312,TXN-0003MV-00000312,36101.55,INR,2026-08-19T17:43:31.811Z
ENTRY-TXN-0003MV-00000313,TXN-0003MV-00000313,34972.30,INR,2026-08-19T17:43:31.979Z
ENTRY-TXN-0003MV-00000314,TXN-0003MV-00000314,17429.62,INR,2026-08-19T17:43:31.938Z
ENTRY-TXN-0003MV-00000315,TXN-0003MV-00000315,23120.66,INR,2026-08-19T17:43:32.185Z
ENTRY-TXN-0003MV-00000316,TXN-0003MV-00000316,11601.13,INR,2026-08-19T17:43:32.270Z
ENTRY-TXN-0003MV-00000317,TXN-0003MV-00000317,22341.09,INR,2026-08-19T17:43:32.380Z
ENTRY-TXN-0003MV-00000318,TXN-0003MV-00000318,31476.44,INR,2026-08-19T17:43:32.379Z
ENTRY-TXN-0003MV-00000319,TXN-0003MV-00000319,22353.06,INR,2026-08-19T17:43:32.473Z
ENTRY-TXN-0003MV-00000320,TXN-0003MV-00000320,42426.75,INR,2026-08-19T17:43:32.755Z
ENTRY-TXN-0003MV-00000321,TXN-0003MV-00000321,7938.49,INR,2026-08-19T17:43:32.708Z
ENTRY-TXN-0003MV-00000322,TXN-0003MV-00000322,31846.40,INR,2026-08-19T17:43:32.669Z
ENTRY-TXN-0003MV-00000323,TXN-0003MV-00000323,6819.49,INR,2026-08-19T17:43:32.990Z
ENTRY-TXN-0003MV-00000324,TXN-0003MV-00000324,26667.16,INR,2026-08-19T17:43:32.965Z
ENTRY-TXN-0003MV-00000325,TXN-0003MV-00000325,9095.98,INR,2026-08-19T17:43:33.289Z
ENTRY-TXN-0003MV-00000326,TXN-0003MV-00000326,47197.89,INR,2026-08-19T17:43:33.046Z
ENTRY-TXN-0003MV-00000327,TXN-0003MV-00000327,46486.14,INR,2026-08-19T17:43:33.566Z
ENTRY-TXN-0003MV-00000328,TXN-0003MV-00000328,26165.15,INR,2026-08-19T17:43:33.455Z
ENTRY-TXN-0003MV-00000329,TXN-0003MV-00000329,6955.32,INR,2026-08-19T17:43:33.831Z
ENTRY-TXN-0003MV-00000330,TXN-0003MV-00000330,39094.17,INR,2026-08-19T17:43:33.589Z
ENTRY-TXN-0003MV-00000331,TXN-0003MV-00000331,12462.45,INR,2026-08-19T17:43:33.603Z
ENTRY-TXN-0003MV-00000332,TXN-0003MV-00000332,36572.04,INR,2026-08-19T17:43:33.767Z
ENTRY-TXN-0003MV-00000333,TXN-0003MV-00000333,13027.46,INR,2026-08-19T17:43:33.674Z
ENTRY-TXN-0003MV-00000334,TXN-0003MV-00000334,5547.25,INR,2026-08-19T17:43:34.204Z
ENTRY-TXN-0003MV-00000335,TXN-0003MV-00000335,36658.95,INR,2026-08-19T17:43:34.306Z
ENTRY-TXN-0003MV-00000336,TXN-0003MV-00000336,43132.49,INR,2026-08-19T17:43:34.348Z
ENTRY-TXN-0003MV-00000337,TXN-0003MV-00000337,49692.12,INR,2026-08-19T17:43:34.290Z
ENTRY-TXN-0003MV-00000338,TXN-0003MV-00000338,22431.75,INR,2026-08-19T17:43:34.500Z
ENTRY-TXN-0003MV-00000339,TXN-0003MV-00000339,30442.42,INR,2026-08-19T17:43:34.396Z
ENTRY-TXN-0003MV-00000340,TXN-0003MV-00000340,28599.39,INR,2026-08-19T17:43:34.594Z
ENTRY-TXN-0003MV-00000341,TXN-0003MV-00000341,25124.70,INR,2026-08-19T17:43:34.674Z
ENTRY-TXN-0003MV-00000342,TXN-0003MV-00000342,49106.38,INR,2026-08-19T17:43:35.047Z
ENTRY-TXN-0003MV-00000343,TXN-0003MV-00000343,36552.16,INR,2026-08-19T17:43:35.022Z
ENTRY-TXN-0003MV-00000344,TXN-0003MV-00000344,44839.77,INR,2026-08-19T17:43:35.038Z
ENTRY-TXN-0003MV-00000345,TXN-0003MV-00000345,2788.80,INR,2026-08-19T17:43:34.722Z
ENTRY-TXN-0003MV-00000346,TXN-0003MV-00000346,34362.63,INR,2026-08-19T17:43:35.131Z
ENTRY-TXN-0003MV-00000347,TXN-0003MV-00000347,10834.03,INR,2026-08-19T17:43:35.442Z
ENTRY-TXN-0003MV-00000348,TXN-0003MV-00000348,38383.76,INR,2026-08-19T17:43:35.226Z
ENTRY-TXN-0003MV-00000349,TXN-0003MV-00000349,44698.33,INR,2026-08-19T17:43:35.939Z
ENTRY-TXN-0003MV-00000350,TXN-0003MV-00000350,49174.09,INR,2026-08-19T17:43:35.876Z
ENTRY-TXN-0003MV-00000351,TXN-0003MV-00000351,23614.13,INR,2026-08-19T17:43:35.656Z
ENTRY-TXN-0003MV-00000352,TXN-0003MV-00000352,32954.75,INR,2026-08-19T17:43:35.943Z
ENTRY-TXN-0003MV-00000353,TXN-0003MV-00000353,32900.17,INR,2026-08-19T17:43:35.967Z
ENTRY-TXN-0003MV-00000354,TXN-0003MV-00000354,16377.50,INR,2026-08-19T17:43:35.849Z
ENTRY-TXN-0003MV-00000355,TXN-0003MV-00000355,33788.33,INR,2026-08-19T17:43:36.265Z
ENTRY-TXN-0003MV-00000356,TXN-0003MV-00000356,40411.58,INR,2026-08-19T17:43:36.244Z
ENTRY-TXN-0003MV-00000357,TXN-0003MV-00000357,37286.00,INR,2026-08-19T17:43:36.286Z
ENTRY-TXN-0003MV-00000358,TXN-0003MV-00000358,24559.30,INR,2026-08-19T17:43:36.612Z
ENTRY-TXN-0003MV-00000359,TXN-0003MV-00000359,43511.49,INR,2026-08-19T17:43:36.527Z
ENTRY-TXN-0003MV-00000360,TXN-0003MV-00000360,15598.52,INR,2026-08-19T17:43:36.591Z
ENTRY-TXN-0003MV-00000361,TXN-0003MV-00000361,1797.87,INR,2026-08-19T17:43:36.815Z
ENTRY-TXN-0003MV-00000362,TXN-0003MV-00000362,41871.05,INR,2026-08-19T17:43:36.794Z
ENTRY-TXN-0003MV-00000363,TXN-0003MV-00000363,39692.60,INR,2026-08-19T17:43:36.869Z
ENTRY-TXN-0003MV-00000364,TXN-0003MV-00000364,22098.44,INR,2026-08-19T17:43:37.122Z
ENTRY-TXN-0003MV-00000365,TXN-0003MV-00000365,21007.25,INR,2026-08-19T17:43:37.100Z
ENTRY-TXN-0003MV-00000366,TXN-0003MV-00000366,20676.16,INR,2026-08-19T17:43:37.171Z
ENTRY-TXN-0003MV-00000367,TXN-0003MV-00000367,38315.59,INR,2026-08-19T17:43:37.129Z
ENTRY-TXN-0003MV-00000368,TXN-0003MV-00000368,36466.72,INR,2026-08-19T17:43:37.774Z
ENTRY-TXN-0003MV-00000369,TXN-0003MV-00000369,14674.00,INR,2026-08-19T17:43:37.369Z
ENTRY-TXN-0003MV-00000370,TXN-0003MV-00000370,40895.84,INR,2026-08-19T17:43:37.763Z
ENTRY-TXN-0003MV-00000371,TXN-0003MV-00000371,35806.26,INR,2026-08-19T17:43:37.873Z
ENTRY-TXN-0003MV-00000372,TXN-0003MV-00000372,27487.92,INR,2026-08-19T17:43:37.791Z
ENTRY-TXN-0003MV-00000373,TXN-0003MV-00000373,31292.50,INR,2026-08-19T17:43:37.823Z
ENTRY-TXN-0003MV-00000374,TXN-0003MV-00000374,49212.00,INR,2026-08-19T17:43:38.141Z
ENTRY-TXN-0003MV-00000375,TXN-0003MV-00000375,6717.49,INR,2026-08-19T17:43:38.060Z
ENTRY-TXN-0003MV-00000376,TXN-0003MV-00000376,17806.51,INR,2026-08-19T17:43:38.129Z
ENTRY-TXN-0003MV-00000377,TXN-0003MV-00000377,9315.47,INR,2026-08-19T17:43:38.401Z
ENTRY-TXN-0003MV-00000378,TXN-0003MV-00000378,15677.37,INR,2026-08-19T17:43:38.127Z
ENTRY-TXN-0003MV-00000379,TXN-0003MV-00000379,47107.16,INR,2026-08-19T17:43:38.580Z
ENTRY-TXN-0003MV-00000380,TXN-0003MV-00000380,23383.71,INR,2026-08-19T17:43:38.786Z
ENTRY-TXN-0003MV-00000381,TXN-0003MV-00000381,20266.81,INR,2026-08-19T17:43:38.669Z
ENTRY-TXN-0003MV-00000382,TXN-0003MV-00000382,13736.55,INR,2026-08-19T17:43:38.750Z
ENTRY-TXN-0003MV-00000383,TXN-0003MV-00000383,3735.18,INR,2026-08-19T17:43:39.224Z
ENTRY-TXN-0003MV-00000384,TXN-0003MV-00000384,9903.25,INR,2026-08-19T17:43:39.029Z
ENTRY-TXN-0003MV-00000385,TXN-0003MV-00000385,37508.50,INR,2026-08-19T17:43:39.211Z
ENTRY-TXN-0003MV-00000387,TXN-0003MV-00000387,18675.92,INR,2026-08-19T17:43:39.231Z
ENTRY-TXN-0003MV-00000388,TXN-0003MV-00000388,33394.43,INR,2026-08-19T17:43:39.698Z
ENTRY-TXN-0003MV-00000389,TXN-0003MV-00000389,21656.87,INR,2026-08-19T17:43:39.493Z
ENTRY-TXN-0003MV-00000390,TXN-0003MV-00000390,12748.71,INR,2026-08-19T17:43:39.816Z
ENTRY-TXN-0003MV-00000391,TXN-0003MV-00000391,2794.73,INR,2026-08-19T17:43:39.636Z
ENTRY-TXN-0003MV-00000392,TXN-0003MV-00000392,6190.48,INR,2026-08-19T17:43:39.812Z
ENTRY-TXN-0003MV-00000393,TXN-0003MV-00000393,38877.30,INR,2026-08-19T17:43:39.901Z
ENTRY-TXN-0003MV-00000394,TXN-0003MV-00000394,5198.11,INR,2026-08-19T17:43:40.399Z
ENTRY-TXN-0003MV-00000395,TXN-0003MV-00000395,35577.91,INR,2026-08-19T17:43:40.374Z
ENTRY-TXN-0003MV-00000396,TXN-0003MV-00000396,23380.53,INR,2026-08-19T17:43:40.140Z
ENTRY-TXN-0003MV-00000397,TXN-0003MV-00000397,22952.55,INR,2026-08-19T17:43:40.379Z
ENTRY-TXN-0003MV-00000398,TXN-0003MV-00000398,44920.69,INR,2026-08-19T17:43:40.840Z
ENTRY-TXN-0003MV-00000399,TXN-0003MV-00000399,4529.47,INR,2026-08-19T17:43:40.488Z
ENTRY-TXN-0003MV-00000400,TXN-0003MV-00000400,37055.03,INR,2026-08-19T17:43:40.737Z
ENTRY-TXN-0003MV-00000402,TXN-0003MV-00000402,34045.20,INR,2026-08-19T17:43:40.384Z
ENTRY-TXN-0003MV-00000403,TXN-0003MV-00000403,14538.59,INR,2026-08-19T17:43:41.053Z
ENTRY-TXN-0003MV-00000404,TXN-0003MV-00000404,988.58,INR,2026-08-19T17:43:41.106Z
ENTRY-TXN-0003MV-00000405,TXN-0003MV-00000405,22754.51,INR,2026-08-19T17:43:41.414Z
ENTRY-TXN-0003MV-00000406,TXN-0003MV-00000406,28301.14,INR,2026-08-19T17:43:41.073Z
ENTRY-TXN-0003MV-00000407,TXN-0003MV-00000407,16585.92,INR,2026-08-19T17:43:41.463Z
ENTRY-TXN-0003MV-00000408,TXN-0003MV-00000408,32783.97,INR,2026-08-19T17:43:41.267Z
ENTRY-TXN-0003MV-00000409,TXN-0003MV-00000409,22654.37,INR,2026-08-19T17:43:41.661Z
ENTRY-TXN-0003MV-00000410,TXN-0003MV-00000410,48503.02,INR,2026-08-19T17:43:41.738Z
ENTRY-TXN-0003MV-00000411,TXN-0003MV-00000411,8629.83,INR,2026-08-19T17:43:41.761Z
ENTRY-TXN-0003MV-00000412,TXN-0003MV-00000412,13247.25,INR,2026-08-19T17:43:42.176Z
ENTRY-TXN-0003MV-00000413,TXN-0003MV-00000413,2055.44,INR,2026-08-19T17:43:42.001Z
ENTRY-TXN-0003MV-00000414,TXN-0003MV-00000414,2946.78,INR,2026-08-19T17:43:42.071Z
ENTRY-TXN-0003MV-00000415,TXN-0003MV-00000415,34446.32,INR,2026-08-19T17:43:42.401Z
ENTRY-TXN-0003MV-00000416,TXN-0003MV-00000416,19937.81,INR,2026-08-19T17:43:42.685Z
ENTRY-TXN-0003MV-00000417,TXN-0003MV-00000417,22074.15,INR,2026-08-19T17:43:42.280Z
ENTRY-TXN-0003MV-00000418,TXN-0003MV-00000418,20454.29,INR,2026-08-19T17:43:42.826Z
ENTRY-TXN-0003MV-00000420,TXN-0003MV-00000420,23488.20,INR,2026-08-19T17:43:42.424Z
ENTRY-TXN-0003MV-00000421,TXN-0003MV-00000421,5682.54,INR,2026-08-19T17:43:42.788Z
ENTRY-TXN-0003MV-00000422,TXN-0003MV-00000422,47216.69,INR,2026-08-19T17:43:42.751Z
ENTRY-TXN-0003MV-00000423,TXN-0003MV-00000423,29281.31,INR,2026-08-19T17:43:43.072Z
ENTRY-TXN-0003MV-00000424,TXN-0003MV-00000424,15953.68,INR,2026-08-19T17:43:42.895Z
ENTRY-TXN-0003MV-00000425,TXN-0003MV-00000425,3036.61,INR,2026-08-19T17:43:43.002Z
ENTRY-TXN-0003MV-00000426,TXN-0003MV-00000426,37600.75,INR,2026-08-19T17:43:42.855Z
ENTRY-TXN-0003MV-00000427,TXN-0003MV-00000427,49846.33,INR,2026-08-19T17:43:43.615Z
ENTRY-TXN-0003MV-00000428,TXN-0003MV-00000428,40008.06,INR,2026-08-19T17:43:43.469Z
ENTRY-TXN-0003MV-00000429,TXN-0003MV-00000429,36358.29,INR,2026-08-19T17:43:43.628Z
ENTRY-TXN-0003MV-00000430,TXN-0003MV-00000430,20072.88,INR,2026-08-19T17:43:43.735Z
ENTRY-TXN-0003MV-00000431,TXN-0003MV-00000431,87.73,INR,2026-08-19T17:43:43.794Z
ENTRY-TXN-0003MV-00000432,TXN-0003MV-00000432,48613.64,INR,2026-08-19T17:43:43.717Z
ENTRY-TXN-0003MV-00000433,TXN-0003MV-00000433,31128.18,INR,2026-08-19T17:43:44.211Z
ENTRY-TXN-0003MV-00000434,TXN-0003MV-00000434,38700.78,INR,2026-08-19T17:43:44.115Z
ENTRY-TXN-0003MV-00000435,TXN-0003MV-00000435,44332.37,INR,2026-08-19T17:43:44.317Z
ENTRY-TXN-0003MV-00000436,TXN-0003MV-00000436,17514.91,INR,2026-08-19T17:43:44.442Z
ENTRY-TXN-0003MV-00000437,TXN-0003MV-00000437,37659.72,INR,2026-08-19T17:43:44.655Z
ENTRY-TXN-0003MV-00000438,TXN-0003MV-00000438,1186.88,INR,2026-08-19T17:43:44.217Z
ENTRY-TXN-0003MV-00000439,TXN-0003MV-00000439,18549.85,INR,2026-08-19T17:43:44.718Z
ENTRY-TXN-0003MV-00000440,TXN-0003MV-00000440,17627.78,INR,2026-08-19T17:43:44.648Z
ENTRY-TXN-0003MV-00000441,TXN-0003MV-00000441,38317.04,INR,2026-08-19T17:43:44.713Z
ENTRY-TXN-0003MV-00000442,TXN-0003MV-00000442,13480.34,INR,2026-08-19T17:43:44.765Z
ENTRY-TXN-0003MV-00000443,TXN-0003MV-00000443,7896.89,INR,2026-08-19T17:43:45.084Z
ENTRY-TXN-0003MV-00000444,TXN-0003MV-00000444,31741.79,INR,2026-08-19T17:43:45.263Z
ENTRY-TXN-0003MV-00000445,TXN-0003MV-00000445,13447.22,INR,2026-08-19T17:43:45.488Z
ENTRY-TXN-0003MV-00000446,TXN-0003MV-00000446,41974.00,INR,2026-08-19T17:43:45.026Z
ENTRY-TXN-0003MV-00000447,TXN-0003MV-00000447,20049.03,INR,2026-08-19T17:43:45.305Z
ENTRY-TXN-0003MV-00000448,TXN-0003MV-00000448,27758.72,INR,2026-08-19T17:43:45.534Z
ENTRY-TXN-0003MV-00000449,TXN-0003MV-00000449,1613.10,INR,2026-08-19T17:43:45.435Z
ENTRY-TXN-0003MV-00000450,TXN-0003MV-00000450,48261.96,INR,2026-08-19T17:43:45.667Z
ENTRY-TXN-0003MV-00000451,TXN-0003MV-00000451,45981.66,INR,2026-08-19T17:43:45.902Z
ENTRY-TXN-0003MV-00000452,TXN-0003MV-00000452,20083.80,INR,2026-08-19T17:43:46.182Z
ENTRY-TXN-0003MV-00000453,TXN-0003MV-00000453,41064.19,INR,2026-08-19T17:43:45.720Z
ENTRY-TXN-0003MV-00000454,TXN-0003MV-00000454,48529.71,INR,2026-08-19T17:43:46.239Z
ENTRY-TXN-0003MV-00000455,TXN-0003MV-00000455,27272.39,INR,2026-08-19T17:43:46.381Z
ENTRY-TXN-0003MV-00000457,TXN-0003MV-00000457,42223.01,INR,2026-08-19T17:43:45.921Z
ENTRY-TXN-0003MV-00000458,TXN-0003MV-00000458,49506.48,INR,2026-08-19T17:43:46.409Z
ENTRY-TXN-0003MV-00000459,TXN-0003MV-00000459,36345.65,INR,2026-08-19T17:43:46.587Z
ENTRY-TXN-0003MV-00000460,TXN-0003MV-00000460,5597.99,INR,2026-08-19T17:43:46.673Z
ENTRY-TXN-0003MV-00000461,TXN-0003MV-00000461,40152.10,INR,2026-08-19T17:43:46.819Z
ENTRY-TXN-0003MV-00000462,TXN-0003MV-00000462,10979.37,INR,2026-08-19T17:43:46.979Z
ENTRY-TXN-0003MV-00000463,TXN-0003MV-00000463,14423.80,INR,2026-08-19T17:43:46.863Z
ENTRY-TXN-0003MV-00000464,TXN-0003MV-00000464,31369.79,INR,2026-08-19T17:43:47.004Z
ENTRY-TXN-0003MV-00000465,TXN-0003MV-00000465,7811.32,INR,2026-08-19T17:43:47.114Z
ENTRY-TXN-0003MV-00000466,TXN-0003MV-00000466,15212.78,INR,2026-08-19T17:43:47.350Z
ENTRY-TXN-0003MV-00000467,TXN-0003MV-00000467,21989.73,INR,2026-08-19T17:43:47.313Z
ENTRY-TXN-0003MV-00000468,TXN-0003MV-00000468,37638.93,INR,2026-08-19T17:43:47.419Z
ENTRY-TXN-0003MV-00000469,TXN-0003MV-00000469,939.71,INR,2026-08-19T17:43:47.449Z
ENTRY-TXN-0003MV-00000470,TXN-0003MV-00000470,3186.04,INR,2026-08-19T17:43:47.694Z
ENTRY-TXN-0003MV-00000471,TXN-0003MV-00000471,22380.96,INR,2026-08-19T17:43:47.889Z
ENTRY-TXN-0003MV-00000472,TXN-0003MV-00000472,45152.83,INR,2026-08-19T17:43:47.797Z
ENTRY-TXN-0003MV-00000473,TXN-0003MV-00000473,49118.08,INR,2026-08-19T17:43:48.027Z
ENTRY-TXN-0003MV-00000474,TXN-0003MV-00000474,47729.54,INR,2026-08-19T17:43:47.985Z
ENTRY-TXN-0003MV-00000475,TXN-0003MV-00000475,28936.71,INR,2026-08-19T17:43:48.124Z
ENTRY-TXN-0003MV-00000476,TXN-0003MV-00000476,3078.95,INR,2026-08-19T17:43:48.513Z
ENTRY-TXN-0003MV-00000477,TXN-0003MV-00000477,5314.03,INR,2026-08-19T17:43:48.291Z
ENTRY-TXN-0003MV-00000478,TXN-0003MV-00000478,3242.83,INR,2026-08-19T17:43:48.509Z
ENTRY-TXN-0003MV-00000479,TXN-0003MV-00000479,28914.58,INR,2026-08-19T17:43:48.482Z
ENTRY-TXN-0003MV-00000480,TXN-0003MV-00000480,29799.52,INR,2026-08-19T17:43:48.924Z
ENTRY-TXN-0003MV-00000481,TXN-0003MV-00000481,10043.32,INR,2026-08-19T17:43:48.679Z
ENTRY-TXN-0003MV-00000482,TXN-0003MV-00000482,36465.33,INR,2026-08-19T17:43:48.778Z
ENTRY-TXN-0003MV-00000483,TXN-0003MV-00000483,48888.88,INR,2026-08-19T17:43:48.729Z
ENTRY-TXN-0003MV-00000484,TXN-0003MV-00000484,28240.09,INR,2026-08-19T17:43:48.946Z
ENTRY-TXN-0003MV-00000485,TXN-0003MV-00000485,41575.27,INR,2026-08-19T17:43:49.298Z
ENTRY-TXN-0003MV-00000486,TXN-0003MV-00000486,9171.07,INR,2026-08-19T17:43:49.029Z
ENTRY-TXN-0003MV-00000487,TXN-0003MV-00000487,28089.66,INR,2026-08-19T17:43:49.278Z
ENTRY-TXN-0003MV-00000488,TXN-0003MV-00000488,24117.23,INR,2026-08-19T17:43:49.470Z
ENTRY-TXN-0003MV-00000489,TXN-0003MV-00000489,49959.46,INR,2026-08-19T17:43:50.071Z
ENTRY-TXN-0003MV-00000490,TXN-0003MV-00000490,27276.53,INR,2026-08-19T17:43:49.836Z
ENTRY-TXN-0003MV-00000491,TXN-0003MV-00000491,31498.27,INR,2026-08-19T17:43:49.694Z
ENTRY-TXN-0003MV-00000492,TXN-0003MV-00000492,25725.67,INR,2026-08-19T17:43:49.888Z
ENTRY-TXN-0003MV-00000493,TXN-0003MV-00000493,7605.04,INR,2026-08-19T17:43:49.894Z
ENTRY-TXN-0003MV-00000494,TXN-0003MV-00000494,20181.98,INR,2026-08-19T17:43:50.140Z
ENTRY-TXN-0003MV-00000495,TXN-0003MV-00000495,28478.88,INR,2026-08-19T17:43:50.085Z
ENTRY-TXN-0003MV-00000496,TXN-0003MV-00000496,2963.72,INR,2026-08-19T17:43:50.479Z
ENTRY-TXN-0003MV-00000497,TXN-0003MV-00000497,40644.30,INR,2026-08-19T17:43:50.365Z
ENTRY-TXN-0003MV-00000498,TXN-0003MV-00000498,45327.86,INR,2026-08-19T17:43:50.348Z
ENTRY-TXN-0003MV-00000499,TXN-0003MV-00000499,10604.94,INR,2026-08-19T17:43:50.425Z
ENTRY-TXN-0003MV-00000500,TXN-0003MV-00000500,29664.36,INR,2026-08-19T17:43:50.708Z
ENTRY-TXN-0003MV-00000501,TXN-0003MV-00000501,14853.41,INR,2026-08-19T17:43:50.548Z
ENTRY-TXN-0003MV-00000502,TXN-0003MV-00000502,41036.78,INR,2026-08-19T17:43:50.797Z
ENTRY-TXN-0003MV-00000503,TXN-0003MV-00000503,27673.29,INR,2026-08-19T17:43:51.007Z
ENTRY-TXN-0003MV-00000504,TXN-0003MV-00000504,7539.58,INR,2026-08-19T17:43:51.089Z
ENTRY-TXN-0003MV-00000505,TXN-0003MV-00000505,5421.35,INR,2026-08-19T17:43:51.176Z
ENTRY-TXN-0003MV-00000506,TXN-0003MV-00000506,5538.92,INR,2026-08-19T17:43:51.249Z
ENTRY-TXN-0003MV-00000507,TXN-0003MV-00000507,45198.99,INR,2026-08-19T17:43:51.543Z
